Continent,Region,City,Country,Meal.inex.rest,Meal2px$$3course,McMeal,Beer0.5Res,BeerImport.33Res,CappRest,CokeRest,WaterRest,Milk1l,BreadLoaf,Ricekg,Eggs12,Cheesekg,Chickenkg,Beefkg,Appleskg,Bananakg,Orangeskg,Tomatokg,Potatokg,Onionkg,Lettuce,Water1.5lmarket,Wine$$market,BeerDomes0.5market,BeerImport0.33market,Cigs20,Busfare,Monthbuspass,Taxistart,Taxi1km,Taxi1hrwait,Fuel1l,VwGolf,ToyotaCorolla,Basicbillsapartment,1minmobile,Wifiunlimited,Gymmonth,Tennis1hr,Cinema,Preschoolmonth,Internationalprimaryyear,Jeans,Dress,Trainers,Leathershoes,1bedaptmcity,1bedaptmsuburb,3bedaptmcity,3bedaptmsuburb,sqmpriceaptmcity,sqmtpriceaptmsuburb,netmonthlysalary
Europe,Eastern Europe,Gdansk,Poland,6.66,33.32,5.55,2.67,2.22,2.48,1.43,1.38,0.69,0.92,1.01,2.46,6.94,4.93,9.07,0.86,1.08,1.24,1.94,0.55,0.67,0.87,0.48,6.66,0.79,1.18,4.05,1.02,22.22,1.78,0.66,11.11,1.59,20326.82,21566.95,212.02,0.06,11.95,27.91,15.27,5.55,269.04,4629.07,67.2,28.77,64.23,79.23,617.93,530.13,997.3,746.15,4013.53,2499.2,1116.63
Europe,Eastern Europe,Wroclaw,Poland,7.78,33.32,5.55,2.78,2.67,2.59,1.32,0.95,0.71,0.95,1.03,2.31,6.26,4.68,9.66,0.81,1.23,1.28,2.52,0.67,0.82,0.86,0.49,5.55,0.83,1.25,4,1.01,24.44,2,0.67,6.11,1.59,22215.11,20726.7,205.19,0.08,12.91,26.2,15.8,5.55,292.13,5788.62,73.2,33.45,66.78,89.48,599.93,496.57,945.73,792.76,3132.28,2115.99,1015.52
Europe,Eastern Europe,Poznan,Poland,6.66,33.32,5.55,2.22,2.11,2.56,1.34,1.3,0.74,0.92,0.95,2.2,6.43,4.38,8.82,0.91,1.19,1.32,2.25,0.66,0.65,0.88,0.51,5.55,0.84,1.27,4,1.11,26.66,1.78,0.62,7.78,1.49,19549.3,21455.35,128.54,0.05,14.06,28.45,15.11,5.55,282.45,4702.2,71.64,33.02,68.23,77.75,511.48,428.52,794.52,640.81,2832.43,2077.11,956.86
Europe,Eastern Europe,Szczecin,Poland,7.22,32.21,5.55,1.44,2.22,2.55,1.01,0.79,0.74,0.88,0.94,2.04,8.57,4.42,10,0.87,1.31,1.49,2.04,0.56,0.76,0.82,0.54,4.44,0.82,1.14,4.17,0.44,22.22,1.11,0.56,8.89,1.45,17461.08,21766.36,154.77,0.12,13.01,30.73,17.77,5,296.2,3983.91,62.52,31.74,65.06,73.71,500.37,474.85,735,669.23,2712.96,2140.48,948.78
Europe,Eastern Europe,Lodz,Poland,5.55,33.32,5.55,2.22,1.78,2.61,1.08,0.75,0.66,0.87,1.01,2.2,5.49,4.51,7.9,0.82,1.15,1.23,1.96,0.63,0.72,0.86,0.48,4.44,0.77,1.24,4,0.89,27.99,1.46,0.53,8,1.47,17772.09,21278.9,190.77,0.07,13.09,27.91,9.84,6.44,234.65,2939.06,71.35,35.96,63.23,71.48,446.82,395.94,703.89,624.24,2110.44,1721.67,905.78
Europe,Eastern Europe,Lublin,Poland,6.22,26.66,5.55,1.78,2.22,1.93,1.1,0.89,0.66,0.69,1.06,2.2,5.55,4.82,7.15,0.89,1.26,1.45,1.88,0.6,0.83,0.75,0.46,4.44,0.74,1.07,3.78,0.89,26.44,1.56,0.44,7.73,1.42,17461.08,21104.35,162.91,0.07,12.85,22.22,15.55,5.55,162.91,4331.95,53.32,28.88,63.31,86.08,445.64,428.97,589.86,576.7,2791.77,1987.25,851.67
Europe,Eastern Europe,Bydgoszcz,Poland,7.78,39.99,5.55,3.11,3.22,2.67,1.38,1.22,0.67,0.96,1.09,3.51,7.39,4.16,10.97,0.84,1.35,1.56,1.88,0.58,0.74,0.88,0.45,6.66,0.95,1.49,4.44,0.84,25.55,1.78,0.64,8.89,1.45,17772.09,19515.97,288.77,0.07,14,25.14,16.94,5.89,288.8,6820.04,86.19,41.93,81.24,106.25,460.46,407.54,651.85,587.98,3924.67,2295.56,817.52
Europe,Southern Europe,Lisbon,Portugal,12.46,51.93,7.27,2.6,3.12,1.94,1.7,1.17,0.86,1.31,1.26,2.57,8.85,6.84,10.88,1.9,1.27,1.49,1.97,1.15,1.22,1.23,0.8,4.15,1.26,2.04,5.51,1.87,41.55,3.64,0.52,15.37,2.09,28044.81,30757.11,127.21,0.18,34.41,39.32,11.77,7.79,436.57,10039.88,79.26,32.8,71.41,94.56,1215.82,801.79,2118.56,1302.23,5695.09,3103.4,1099.9
Asia,Western Asia,Doha,Qatar,8.24,54.93,6.87,12.36,13.05,5.45,1.09,0.36,1.99,1.63,1.89,2.81,10.88,7.17,11.26,1.97,1.75,1.7,1.46,1.09,0.95,1.49,0.53,21.97,2.34,6.81,6.73,0.55,41.2,2.2,0.55,9.61,0.57,20598.74,20038.51,121.51,0.24,90.46,109.91,30.77,10.99,778.54,10347.58,64.23,53.56,98.7,96.41,1827.5,1181.57,3481.03,2272.88,4995.19,4239.91,3276.33
Europe,Eastern Europe,Bucharest,Romania,10.56,42.26,5.49,2.11,2.54,2.53,1.85,1.6,1.53,0.99,1.61,2.7,7.21,5.96,9.48,1.02,1.43,1.37,1.65,0.74,0.75,0.74,0.62,6.34,0.88,1.4,5.02,0.63,16.9,0.58,0.57,6.13,1.72,21339.98,22681.43,117.32,0.08,8.26,45.09,17.93,7.4,471.18,8209.11,71.69,39.2,73.98,91.98,461.55,333.19,872.84,560.47,2490.88,1518.71,933.79
Europe,Eastern Europe,Cluj-Napoca,Romania,7.4,38.03,5.28,2.11,2.96,2.1,1.6,1.36,1.46,1.11,1.49,2.67,7.56,5.6,9.54,1.04,1.34,1.39,2.06,0.67,0.69,0.76,0.65,6.34,0.85,1.42,4.86,0.63,19.54,0.63,0.63,6.34,1.7,19438.4,23088.97,144.19,0.09,8.29,36.16,17.59,6.34,420.06,9409.33,64.75,37.13,75.95,81.68,458.16,314.77,857.96,546.06,3058.28,2207.91,861.38
Europe,Eastern Europe,Moscow,Russia,13.1,65.5,6.55,4.09,4.09,3.42,1.3,0.74,1.43,0.86,1.94,1.87,13.1,5.85,11.54,1.77,1.31,1.85,2.74,0.8,0.75,1.51,0.84,11.46,1.18,2.51,3.28,0.84,39.3,2.69,0.25,8.73,0.87,35208.38,39129.73,150.58,0.04,8.37,53.49,34.01,8.19,642.86,11901.56,107.25,64.25,139.32,152.61,1167.72,674.05,2240.93,1194.85,7920.06,4289.94,1480.16
Asia,Central Asia,Yekaterinburg,Russia,9.83,39.3,5.73,1.31,1.97,2.82,0.94,0.58,1.1,0.68,1.6,1.65,14.74,5.05,10.11,2.32,1.59,2.06,3.73,1.1,0.84,1.56,0.8,11.46,1.31,1.94,3.28,0.52,33.57,1.97,0.33,5.9,0.83,45852.78,39240.77,123.31,0.04,9.48,33.84,26.75,5.81,323.43,4094,93.35,51.64,122.82,147.38,469.45,315.61,877.29,571.11,2540.33,1519.33,1108.2
Europe,Eastern Europe,Sochi,Russia,16.38,49.13,7.37,1.64,2.46,2.99,1.36,0.74,1.35,0.85,1.8,1.75,11.46,5.49,9.66,1.61,1.41,1.97,3.01,1.15,1.08,1.2,0.94,8.19,1.2,2.36,3.28,0.55,21.62,1.64,0.41,4.91,0.86,49291.73,38210.65,159.15,0.02,8.89,58.95,24.56,6.96,442.15,4912.8,106.44,43.67,79.15,120.09,769.67,559.51,1583.01,1125.85,7983.3,4503.4,970.28
Asia,Eastern Asia,Vladivostok,Russia,8.19,49.13,5.73,2.54,3.28,2.69,1.43,0.68,1.74,0.78,2.11,2.26,12.31,6.15,12.5,2.73,2.71,3.17,4.23,1.17,0.96,1.92,1.14,12.28,1.57,2.92,3.15,0.57,16.38,2.46,0.29,4.67,0.84,48309.17,42823.22,155.5,0.05,11.4,61.73,60.05,6.3,401.21,7320.07,114.63,56.15,120.36,131.01,736.92,494.92,1501.13,941.62,3229.71,2300.83,794.24
Asia,Central Asia,Tyumen,Russia,9.83,37.66,6.55,2.21,4.09,2.57,1.56,0.78,1.16,0.65,1.82,1.52,13.18,5.19,11.67,1.77,1.37,1.71,2.52,0.79,0.67,1.43,0.82,9.83,1.11,1.92,2.95,0.46,28.49,1.67,0.24,5.4,0.84,58822.56,36327.41,102.47,0.03,9.01,29.13,18.83,5.73,327.52,17194.79,151.2,87.34,84.61,92.8,437.24,290.67,1091.73,818.8,2401.81,1866.86,781.59
Asia,Central Asia,Magnitogorsk,Russia,8.19,39.3,5.73,1.47,1.8,1.69,0.93,0.41,1.09,0.63,1.56,1.28,11.87,4.51,9.19,1.76,1.34,1.31,1.88,0.66,0.61,0.98,0.62,9.01,0.86,1.56,2.46,0.49,24.56,1.64,0.25,2.46,0.74,41889.79,36027.18,125.5,0.02,7.89,49.13,8.19,4.09,196.51,2947.68,56.37,52.4,82.97,87.34,311.14,229.26,447.61,343.9,1001.66,791.51,756.02
Asia,Central Asia,Krasnoyarsk,Russia,8.19,36.85,4.93,1.19,2.13,2.54,1.03,0.42,1.28,0.79,1.8,1.72,10.81,5.92,8.52,2.13,1.87,2.29,3.05,1.02,0.75,0.82,0.74,9.83,1.05,2.11,3.28,0.52,24.56,1.8,0.33,4.91,0.84,47490.37,29476.78,101.78,0.02,8.19,45.44,30.3,4.91,313.87,5895.36,108.49,54.59,120.77,147.38,387.57,272.93,777.86,507.66,2053.55,1572.1,753.3
Europe,Eastern Europe,Nizhniy Novgorod,Russia,10.23,40.94,5.73,1.29,2.86,2.44,1.06,0.57,1.19,0.61,1.54,1.66,11.09,5.06,8.55,1.86,1.29,1.78,2.88,0.94,0.74,1.48,0.73,8.19,1.06,2.13,3.15,0.49,32.75,1.35,0.33,4.91,0.84,29476.78,33261.98,152.58,0.03,8.58,42.26,24.29,4.91,357.55,5895.36,108.42,52.2,122.82,118.27,453.44,272.05,732.73,478.03,2458.24,1791.19,700.39
Europe,Eastern Europe,Voronezh,Russia,11.46,49.13,6.34,1.8,2.78,2.56,1.16,0.52,1.25,0.75,1.71,1.59,11.65,5.26,10.17,1.41,1.37,1.72,2.12,0.78,0.75,1.45,0.69,8.68,1.13,2.2,3.14,0.38,24.56,1.97,0.2,5.9,0.84,36497.17,32506.34,119.74,0.05,7.08,42.58,18.42,5.73,347.99,3438.96,98.87,40.94,96.43,123.04,313.35,213.43,599.46,338.65,1832.94,1312.81,681.94
Europe,Eastern Europe,Naberezhnyye Chelny,Russia,8.19,38.48,4.91,1.31,2.46,1.47,0.97,0.41,1.09,0.7,1.31,1.63,8.19,4.51,9.19,1.06,1.31,1.23,2.15,0.7,0.37,1.31,0.62,7.37,1.13,2.26,2.46,0.44,13.92,1.64,0.29,4.91,0.8,41889.79,39028.55,125.5,0.03,6.66,46.4,24.56,4.91,300.23,8843.04,56.37,59.36,98.26,93.88,311.14,218.35,600.45,463.99,1337.37,1146.32,671.42
Asia,Central Asia,Novosibirsk,Russia,9.83,49.13,6.35,2.46,4.09,2.69,1.24,0.69,1.27,0.7,1.76,1.76,11.28,5.53,10.11,2.2,1.89,2.34,3.28,0.88,0.67,0.99,0.7,8.19,1.11,2.4,2.99,0.44,40.12,1.8,0.33,4.91,0.83,42577.58,41417.61,109.62,0.04,9.74,41.06,28.33,5.73,353.25,4694.45,83.42,51.58,107.37,118.82,468.35,307.87,878.35,610.01,2496.37,1507.55,670.19
Europe,Eastern Europe,Perm,Russia,9.83,40.94,6.55,2.05,2.54,2.2,0.98,0.46,1.09,0.67,1.72,1.69,11.4,5.27,11.61,1.97,1.5,1.87,2.83,1.04,0.74,2.46,0.79,8.19,1.04,1.94,2.78,0.54,16.38,0.98,0.16,4.91,0.85,32751.98,33501.18,101.17,0.04,10.39,33.97,15.83,5.73,266.11,5087.47,83.05,62.88,141.93,111.9,364.37,216.98,687.79,425.78,1992.41,1391.96,666.41
Asia,Central Asia,Khabarovsk,Russia,16.38,49.13,6.55,2.21,2.87,2.87,1.29,0.9,1.54,0.79,2.05,2,11.59,6.62,11.26,3.09,2.93,3.28,4.3,1.19,0.96,1.94,0.98,9.83,1.87,2.46,3.77,0.66,57.32,3.11,0.98,5.73,0.85,45033.98,33980.18,184.56,0.03,10.01,52.77,60.59,8.19,373.7,14847.57,81.33,53.22,92.8,116,511.75,336.62,895.22,634.57,2175.67,1683.09,663.23
Europe,Eastern Europe,Kazan,Russia,7.91,40.94,6.22,4.09,3.28,2.35,1.21,0.87,1.21,0.79,1.97,1.73,12.54,5.28,10.18,1.75,1.56,1.85,2.9,0.92,0.78,1.58,0.7,9.83,1.18,2.01,2.95,0.57,31.11,1.31,0.2,4.5,0.82,49127.97,37196.89,105.1,0.04,6.98,31.73,28.39,5.73,347.99,7737.66,107.03,61.78,121.56,135.1,528.81,298.86,982.56,600.45,3081.09,1850.49,660.16
Europe,Eastern Europe,Samara,Russia,9.83,49.13,6.55,2.62,3.68,2.48,1.61,0.88,1.26,0.7,1.51,1.57,10.71,4.91,8.53,1.68,1.43,1.7,2.62,0.89,0.65,1.09,0.66,8.19,1.1,2.1,3.28,0.57,32.51,1.97,0.49,4.91,0.82,44215.18,39848.25,108.62,0.05,8.04,31.77,24.84,5.73,297.5,8930.37,75.07,58.49,124.79,111.31,362.27,257.52,701.29,443.11,2131.97,1455.98,657.56
